-2.50225305 0.05783258 0.06866664
-2.50097305 0.05783258 0.06866664
-2.49969305 0.05783258 0.06866664
-2.49841305 0.05783258 0.06866664
-2.49713305 0.05783258 0.06866664
-2.49585305 0.05783258 0.06866664
-2.49457305 0.05783258 0.06866664
-2.49329305 0.05783258 0.06866664
-2.49201305 0.05783258 0.06866664
-2.49073305 0.05783258 0.06866664
-2.48945305 0.05783258 0.06866664
-2.48817305 0.05783258 0.06866664
-2.48689305 0.05783258 0.06866664
-2.48561305 0.05783258 0.06866664
-2.48433305 0.05783258 0.06866664
-2.48305305 0.05783258 0.06866664
-2.48177305 0.05783258 0.06866664
-2.48049305 0.05783258 0.06866664
-2.47921305 0.05783258 0.06866664
-2.47793305 0.05783258 0.06866664
-2.47665305 0.05783258 0.06866664
-2.47537305 0.05783258 0.06866664
-2.47409305 0.05783258 0.06866664
-2.47281305 0.05783258 0.06866664
-2.47153305 0.05783258 0.06866664
-2.47025305 0.05783258 0.06866664
-2.46897305 0.05783258 0.06866664
-2.46769305 0.05783258 0.06866664
-2.46641305 0.05783258 0.06866664
-2.46513305 0.05783258 0.06866664
-2.46385305 0.05783258 0.06866664
-2.46257305 0.05783258 0.06866664
-2.46129305 0.05783258 0.06866664
-2.46001305 0.05783258 0.06866664
-2.45873305 0.05783258 0.06866664
-2.45745305 0.05783258 0.06866664
-2.45617305 0.01312296 0.06866664
-2.45489305 0.05783258 0.06866664
-2.45361305 0.05783258 0.06866664
-2.45233305 0.05783258 0.06866664
-2.45105305 0.05783258 0.06866664
-2.44977305 0.01312296 0.06866664
-2.44849305 0.01312296 0.06866664
-2.44721305 0.05783258 0.06866664
-2.44593305 0.05783258 0.06866664
-2.44465305 0.05783258 0.06866664
-2.44337305 0.05783258 0.06866664
-2.44209305 0.05783258 0.06866664
-2.44081305 0.05783258 0.06866664
-2.43953305 0.05783258 0.06866664
-2.43825305 0.05783258 0.06866664
-2.43697305 0.05783258 0.06866664
-2.43569305 0.05783258 0.06866664
-2.43441305 0.05783258 0.06866664
-2.43313305 0.05783258 0.06866664
-2.43185305 0.05783258 0.06866664
-2.43057305 0.05783258 0.06866664
-2.42929305 0.01312296 0.06866664
-2.42801305 0.05783258 0.06866664
-2.42673305 0.05783258 0.06866664
-2.42545305 0.01312296 0.06866664
-2.42417305 0.05783258 0.06866664
-2.42289305 0.01312296 0.06866664
-2.42161305 0.05783258 0.06866664
-2.42033305 0.05783258 0.06866664
-2.41905305 0.05783258 0.06866664
-2.41777305 0.05783258 0.06866664
-2.41649305 0.05783258 0.06866664
-2.41521305 0.05783258 0.06866664
-2.41393305 0.05783258 0.06866664
-2.41265305 0.05783258 0.06866664
-2.41137305 0.01312296 0.06866664
-2.41009305 0.05783258 0.06866664
-2.40881305 0.05783258 0.06866664
-2.40753305 0.05783258 0.06866664
-2.40625305 0.05783258 0.06866664
-2.40497305 0.05783258 0.06866664
-2.40369305 0.05783258 0.06866664
-2.40241305 0.05783258 0.06866664
-2.40113305 0.05783258 0.06866664
-2.39985305 0.05783258 0.06866664
-2.39857305 0.05783258 0.06866664
-2.39729305 0.05783258 0.06866664
-2.39601305 4.12671300 0.33463550
-2.39473305 4.88692900 1.53187700
-2.39345305 4.88692900 2.37434000
-2.39217305 4.88692900 2.90643000
-2.39089305 4.88692900 3.30546000
